_id,student_id,amount
625b165b1b70acc69d27ad21:62ced38e67e892a8bf55229f:1640975400:DUE,625b165b1b70acc69d27ad21,700
625b165b1b70acc69d27ad21:62ced38e67e892a8bf5522a0:1640975400:DUE,625b165b1b70acc69d27ad21,0
625b165b1b70acc69d27ad21:62ced24067e892a8bf552294:1660069800:DUE,625b165b1b70acc69d27ad21,1100
625b165b1b70acc69d27ad21:62ced24067e892a8bf552294:1662748200:DUE,625b165b1b70acc69d27ad21,1100
625b165b1b70acc69d27ad21:62ced24067e892a8bf552294:1668018600:DUE,625b165b1b70acc69d27ad21,1100
625b165b1b70acc69d27ad21:62ced24067e892a8bf552294:1665340200:DUE,625b165b1b70acc69d27ad21,1100
625b168b1b70acc69d27ad22:62ced24067e892a8bf552294:1641753000:DUE,625b168b1b70acc69d27ad22,1100
625b168b1b70acc69d27ad22:62ced24067e892a8bf552294:1644431400:DUE,625b168b1b70acc69d27ad22,1100
625b168b1b70acc69d27ad22:62ced24067e892a8bf552294:1646850600:DUE,625b168b1b70acc69d27ad22,1100
625b168b1b70acc69d27ad22:62ced24067e892a8bf552294:1649529000:DUE,625b168b1b70acc69d27ad22,1100
625b168b1b70acc69d27ad22:62ced24067e892a8bf552294:1652121000:DUE,625b168b1b70acc69d27ad22,1100
625b168b1b70acc69d27ad22:62ced24067e892a8bf552294:1654799400:DUE,625b168b1b70acc69d27ad22,1100
625b168b1b70acc69d27ad22:62ced24067e892a8bf552294:1657391400:DUE,625b168b1b70acc69d27ad22,1100
625b168b1b70acc69d27ad22:62ced24067e892a8bf552294:1660069800:DUE,625b168b1b70acc69d27ad22,1100
625b168b1b70acc69d27ad22:62ced24067e892a8bf552294:1662748200:DUE,625b168b1b70acc69d27ad22,1100
625b168b1b70acc69d27ad22:62ced24067e892a8bf552294:1665340200:DUE,625b168b1b70acc69d27ad22,1100
625b168b1b70acc69d27ad22:62ced24067e892a8bf552294:1668018600:DUE,625b168b1b70acc69d27ad22,1100
625b168b1b70acc69d27ad22:62ced24067e892a8bf552294:1670610600:DUE,625b168b1b70acc69d27ad22,1100
626285eb05ac4c7248ba4f13:62ced24067e892a8bf552294:1641753000:DUE,626285eb05ac4c7248ba4f13,1100
626285eb05ac4c7248ba4f13:62ced24067e892a8bf552294:1644431400:DUE,626285eb05ac4c7248ba4f13,1100
626285eb05ac4c7248ba4f13:62ced24067e892a8bf552294:1646850600:DUE,626285eb05ac4c7248ba4f13,1100
626285eb05ac4c7248ba4f13:62ced24067e892a8bf552294:1649529000:DUE,626285eb05ac4c7248ba4f13,1100
626285eb05ac4c7248ba4f13:62ced24067e892a8bf552294:1652121000:DUE,626285eb05ac4c7248ba4f13,1100
626285eb05ac4c7248ba4f13:62ced24067e892a8bf552294:1654799400:DUE,626285eb05ac4c7248ba4f13,1100
626285eb05ac4c7248ba4f13:62ced24067e892a8bf552294:1657391400:DUE,626285eb05ac4c7248ba4f13,1100
626285eb05ac4c7248ba4f13:62ced24067e892a8bf552294:1660069800:DUE,626285eb05ac4c7248ba4f13,1100
626285eb05ac4c7248ba4f13:62ced24067e892a8bf552294:1662748200:DUE,626285eb05ac4c7248ba4f13,1100
626285eb05ac4c7248ba4f13:62ced24067e892a8bf552294:1668018600:DUE,626285eb05ac4c7248ba4f13,1100
626285eb05ac4c7248ba4f13:62ced24067e892a8bf552294:1665340200:DUE,626285eb05ac4c7248ba4f13,1100
6267d474822a688121ba342a:62ced24067e892a8bf552294:1641753000:DUE,6267d474822a688121ba342a,1100
6267d474822a688121ba342a:62ced24067e892a8bf552294:1644431400:DUE,6267d474822a688121ba342a,1100
6267d474822a688121ba342a:62ced24067e892a8bf552294:1646850600:DUE,6267d474822a688121ba342a,1100
6267d474822a688121ba342a:62ced24067e892a8bf552294:1649529000:DUE,6267d474822a688121ba342a,1100
6267d474822a688121ba342a:62ced24067e892a8bf552294:1652121000:DUE,6267d474822a688121ba342a,1100
6267d474822a688121ba342a:62ced24067e892a8bf552294:1654799400:DUE,6267d474822a688121ba342a,1100
6267d474822a688121ba342a:62ced24067e892a8bf552294:1657391400:DUE,6267d474822a688121ba342a,1100
6267d474822a688121ba342a:62ced24067e892a8bf552294:1660069800:DUE,6267d474822a688121ba342a,1100
6267d474822a688121ba342a:62ced24067e892a8bf552294:1662748200:DUE,6267d474822a688121ba342a,1100
6267d474822a688121ba342a:62ced24067e892a8bf552294:1665340200:DUE,6267d474822a688121ba342a,1100
6267d474822a688121ba342a:62ced24067e892a8bf552294:1668018600:DUE,6267d474822a688121ba342a,1100
6267d474822a688121ba342a:62ced24067e892a8bf552294:1670610600:DUE,6267d474822a688121ba342a,1100
62693982cae9a42f50f89aea:62ced24067e892a8bf552294:1641753000:DUE,62693982cae9a42f50f89aea,1100
62693982cae9a42f50f89aea:62ced24067e892a8bf552294:1644431400:DUE,62693982cae9a42f50f89aea,1100
62693982cae9a42f50f89aea:62ced24067e892a8bf552294:1646850600:DUE,62693982cae9a42f50f89aea,1100
62693982cae9a42f50f89aea:62ced24067e892a8bf552294:1649529000:DUE,62693982cae9a42f50f89aea,1100
62693982cae9a42f50f89aea:62ced24067e892a8bf552294:1652121000:DUE,62693982cae9a42f50f89aea,1100
62693982cae9a42f50f89aea:62ced24067e892a8bf552294:1654799400:DUE,62693982cae9a42f50f89aea,1100
62693982cae9a42f50f89aea:62ced24067e892a8bf552294:1657391400:DUE,62693982cae9a42f50f89aea,1100
62693982cae9a42f50f89aea:62ced24067e892a8bf552294:1660069800:DUE,62693982cae9a42f50f89aea,1100
62693982cae9a42f50f89aea:62ced24067e892a8bf552294:1662748200:DUE,62693982cae9a42f50f89aea,1100
62693982cae9a42f50f89aea:62ced24067e892a8bf552294:1668018600:DUE,62693982cae9a42f50f89aea,1100
62693982cae9a42f50f89aea:62ced24067e892a8bf552294:1665340200:DUE,62693982cae9a42f50f89aea,1100
627b720517c827ac3b5579f6:62ced24067e892a8bf552294:1641753000:DUE,627b720517c827ac3b5579f6,1100
627b720517c827ac3b5579f6:62ced24067e892a8bf552294:1644431400:DUE,627b720517c827ac3b5579f6,1100
627b720517c827ac3b5579f6:62ced24067e892a8bf552294:1646850600:DUE,627b720517c827ac3b5579f6,1100
627b720517c827ac3b5579f6:62ced24067e892a8bf552294:1649529000:DUE,627b720517c827ac3b5579f6,1100
627b720517c827ac3b5579f6:62ced24067e892a8bf552294:1652121000:DUE,627b720517c827ac3b5579f6,1100
627b720517c827ac3b5579f6:62ced24067e892a8bf552294:1654799400:DUE,627b720517c827ac3b5579f6,1100
627b720517c827ac3b5579f6:62ced24067e892a8bf552294:1657391400:DUE,627b720517c827ac3b5579f6,1100
627b720517c827ac3b5579f6:62ced24067e892a8bf552294:1660069800:DUE,627b720517c827ac3b5579f6,1100
627b720517c827ac3b5579f6:62ced24067e892a8bf552294:1662748200:DUE,627b720517c827ac3b5579f6,1100
627b720517c827ac3b5579f6:62ced24067e892a8bf552294:1668018600:DUE,627b720517c827ac3b5579f6,1100
627b720517c827ac3b5579f6:62ced24067e892a8bf552294:1665340200:DUE,627b720517c827ac3b5579f6,1100
627b720517c827ac3b5579f7:62ced24067e892a8bf552294:1641753000:DUE,627b720517c827ac3b5579f7,1100
627b720517c827ac3b5579f7:62ced24067e892a8bf552294:1644431400:DUE,627b720517c827ac3b5579f7,1100
627b720517c827ac3b5579f7:62ced24067e892a8bf552294:1646850600:DUE,627b720517c827ac3b5579f7,1100
627b720517c827ac3b5579f7:62ced24067e892a8bf552294:1649529000:DUE,627b720517c827ac3b5579f7,1100
627b720517c827ac3b5579f7:62ced24067e892a8bf552294:1652121000:DUE,627b720517c827ac3b5579f7,1100
627b720517c827ac3b5579f7:62ced24067e892a8bf552294:1654799400:DUE,627b720517c827ac3b5579f7,1100
627b720517c827ac3b5579f7:62ced24067e892a8bf552294:1657391400:DUE,627b720517c827ac3b5579f7,1100
627b720517c827ac3b5579f7:62ced24067e892a8bf552294:1660069800:DUE,627b720517c827ac3b5579f7,1100
627b720517c827ac3b5579f7:62ced24067e892a8bf552294:1662748200:DUE,627b720517c827ac3b5579f7,1100
627b720517c827ac3b5579f7:62ced24067e892a8bf552294:1665340200:DUE,627b720517c827ac3b5579f7,1100
627b720517c827ac3b5579f7:62ced24067e892a8bf552294:1668018600:DUE,627b720517c827ac3b5579f7,1100
627b720517c827ac3b5579f7:62ced24067e892a8bf552294:1670610600:DUE,627b720517c827ac3b5579f7,1100
627b720517c827ac3b5579f8:62ced24067e892a8bf552294:1641753000:DUE,627b720517c827ac3b5579f8,1100
627b720517c827ac3b5579f8:62ced24067e892a8bf552294:1644431400:DUE,627b720517c827ac3b5579f8,1100
627b720517c827ac3b5579f8:62ced24067e892a8bf552294:1646850600:DUE,627b720517c827ac3b5579f8,1100
627b720517c827ac3b5579f8:62ced24067e892a8bf552294:1649529000:DUE,627b720517c827ac3b5579f8,1100
627b720517c827ac3b5579f8:62ced24067e892a8bf552294:1652121000:DUE,627b720517c827ac3b5579f8,1100
627b720517c827ac3b5579f8:62ced24067e892a8bf552294:1654799400:DUE,627b720517c827ac3b5579f8,1100
627b720517c827ac3b5579f8:62ced24067e892a8bf552294:1657391400:DUE,627b720517c827ac3b5579f8,1100
627b720517c827ac3b5579f8:62ced24067e892a8bf552294:1660069800:DUE,627b720517c827ac3b5579f8,1100
627b720517c827ac3b5579f8:62ced24067e892a8bf552294:1662748200:DUE,627b720517c827ac3b5579f8,1100
627b720517c827ac3b5579f8:62ced24067e892a8bf552294:1668018600:DUE,627b720517c827ac3b5579f8,1100
627b720517c827ac3b5579f8:62ced24067e892a8bf552294:1665340200:DUE,627b720517c827ac3b5579f8,1100
62839bc7f357cbd86a9a773f:62ced24067e892a8bf552294:1641753000:DUE,62839bc7f357cbd86a9a773f,1100
62839bc7f357cbd86a9a773f:62ced24067e892a8bf552294:1644431400:DUE,62839bc7f357cbd86a9a773f,1100
62839bc7f357cbd86a9a773f:62ced24067e892a8bf552294:1646850600:DUE,62839bc7f357cbd86a9a773f,1100
62839bc7f357cbd86a9a773f:62ced24067e892a8bf552294:1649529000:DUE,62839bc7f357cbd86a9a773f,1100
62839bc7f357cbd86a9a773f:62ced24067e892a8bf552294:1652121000:DUE,62839bc7f357cbd86a9a773f,1100
62839bc7f357cbd86a9a773f:62ced24067e892a8bf552294:1654799400:DUE,62839bc7f357cbd86a9a773f,1100
62839bc7f357cbd86a9a773f:62ced24067e892a8bf552294:1657391400:DUE,62839bc7f357cbd86a9a773f,1100
62839bc7f357cbd86a9a773f:62ced24067e892a8bf552294:1660069800:DUE,62839bc7f357cbd86a9a773f,1100
62839bc7f357cbd86a9a773f:62ced24067e892a8bf552294:1662748200:DUE,62839bc7f357cbd86a9a773f,1100
62839bc7f357cbd86a9a773f:62ced24067e892a8bf552294:1668018600:DUE,62839bc7f357cbd86a9a773f,1100
62839bc7f357cbd86a9a773f:62ced24067e892a8bf552294:1665340200:DUE,62839bc7f357cbd86a9a773f,1100
62861873daace08fbb8bb023:62ced24067e892a8bf552294:1641753000:DUE,62861873daace08fbb8bb023,1100
62861873daace08fbb8bb023:62ced24067e892a8bf552294:1644431400:DUE,62861873daace08fbb8bb023,1100
62861873daace08fbb8bb023:62ced24067e892a8bf552294:1646850600:DUE,62861873daace08fbb8bb023,1100
62861873daace08fbb8bb023:62ced24067e892a8bf552294:1649529000:DUE,62861873daace08fbb8bb023,1100
62861873daace08fbb8bb023:62ced24067e892a8bf552294:1652121000:DUE,62861873daace08fbb8bb023,1100
62861873daace08fbb8bb023:62ced24067e892a8bf552294:1654799400:DUE,62861873daace08fbb8bb023,1100
62861873daace08fbb8bb023:62ced24067e892a8bf552294:1657391400:DUE,62861873daace08fbb8bb023,1100
62861873daace08fbb8bb023:62ced24067e892a8bf552294:1660069800:DUE,62861873daace08fbb8bb023,1100
62861873daace08fbb8bb023:62ced24067e892a8bf552294:1662748200:DUE,62861873daace08fbb8bb023,1100
62861873daace08fbb8bb023:62ced24067e892a8bf552294:1668018600:DUE,62861873daace08fbb8bb023,1100
62861873daace08fbb8bb023:62ced24067e892a8bf552294:1665340200:DUE,62861873daace08fbb8bb023,1100
625b161f1b70acc69d27ad1f:62de441ec6118e881d533ef0:1648751400:DUE,625b161f1b70acc69d27ad1f,1100
625b161f1b70acc69d27ad1f:62de441ec6118e881d533ef1:1648751400:DUE,625b161f1b70acc69d27ad1f,500
625b168b1b70acc69d27ad22:62de40b9c6118e881d533ed1:1641753000:DUE,625b168b1b70acc69d27ad22,1000
625b168b1b70acc69d27ad22:62de40b9c6118e881d533ed1:1644431400:DUE,625b168b1b70acc69d27ad22,1000
625b168b1b70acc69d27ad22:62de40b9c6118e881d533ed1:1646850600:DUE,625b168b1b70acc69d27ad22,1000
625b168b1b70acc69d27ad22:62de40b9c6118e881d533ed1:1649529000:DUE,625b168b1b70acc69d27ad22,1000
625b168b1b70acc69d27ad22:62de40b9c6118e881d533ed1:1652121000:DUE,625b168b1b70acc69d27ad22,1000
625b168b1b70acc69d27ad22:62de40b9c6118e881d533ed1:1654799400:DUE,625b168b1b70acc69d27ad22,1000
625b168b1b70acc69d27ad22:62de40b9c6118e881d533ed1:1657391400:DUE,625b168b1b70acc69d27ad22,1000
625b168b1b70acc69d27ad22:62de40b9c6118e881d533ed2:1641753000:DUE,625b168b1b70acc69d27ad22,1100
625b168b1b70acc69d27ad22:62de40b9c6118e881d533ed2:1644431400:DUE,625b168b1b70acc69d27ad22,1100
625b168b1b70acc69d27ad22:62de40b9c6118e881d533ed2:1646850600:DUE,625b168b1b70acc69d27ad22,1100
625b168b1b70acc69d27ad22:62de40b9c6118e881d533ed2:1649529000:DUE,625b168b1b70acc69d27ad22,1100
625b168b1b70acc69d27ad22:62de40b9c6118e881d533ed2:1652121000:DUE,625b168b1b70acc69d27ad22,1100
625b168b1b70acc69d27ad22:62de40b9c6118e881d533ed2:1654799400:DUE,625b168b1b70acc69d27ad22,1100
625b168b1b70acc69d27ad22:62de40b9c6118e881d533ed2:1657391400:DUE,625b168b1b70acc69d27ad22,1100
625b168b1b70acc69d27ad22:62de441ec6118e881d533ef0:1648751400:DUE,625b168b1b70acc69d27ad22,1100
625b168b1b70acc69d27ad22:62de441ec6118e881d533ef1:1648751400:DUE,625b168b1b70acc69d27ad22,500
58fe23ca-5685-4c5b-8e01-9e094bfbcafe,625b168b1b70acc69d27ad22,100
903c7f39-aefa-433f-a6c6-907758ab21db,625b168b1b70acc69d27ad22,100
96f39c26-67d3-4948-a8e0-fa6e82edfd75,625b168b1b70acc69d27ad22,110
8f2493af-2613-4af3-98b4-97575d5275d7,625b168b1b70acc69d27ad22,10
625b161f1b70acc69d27ad1f:63edfc503eaaa6779666f772:1672511400:DUE,625b161f1b70acc69d27ad1f,10000
625b161f1b70acc69d27ad1f:63edfc503eaaa6779666f772:1680287400:DUE,625b161f1b70acc69d27ad1f,10000
625b16401b70acc69d27ad20:63edfc503eaaa6779666f772:1672511400:DUE,625b16401b70acc69d27ad20,10000
625b16401b70acc69d27ad20:63edfc503eaaa6779666f772:1680287400:DUE,625b16401b70acc69d27ad20,10000
1b0d84b6-4d8b-4efc-9a29-15e6e8459691,625b161f1b70acc69d27ad1f,1
5eca1e3f-b220-42f1-abe5-b3b474c6c330,625b161f1b70acc69d27ad1f,10
1ce2aacd-b839-4a78-8542-8c5fd0094228,625b161f1b70acc69d27ad1f,100
d7d9f819-3884-44f5-b3ed-aa8ff46bbfe9,625b161f1b70acc69d27ad1f,1000
d190dc66-1968-4a2a-9a41-a7a1aaa649a4,625b161f1b70acc69d27ad1f,11
3a57236e-7045-466a-b736-ddf4b29a814e,625b161f1b70acc69d27ad1f,11
f223279a-0dfa-42d0-98fc-3bcf0cd8f592,625b161f1b70acc69d27ad1f,1
c31ab5fd-0c18-4c09-b525-7c3cfe971c30,625b161f1b70acc69d27ad1f,11
625b161f1b70acc69d27ad1f:63edfc503eaaa6779666f772:1672511400:63ee30f03eaaa6779666fbb5:FINE,625b161f1b70acc69d27ad1f,471
625b161f1b70acc69d27ad1f:63edfc503eaaa6779666f772:1680287400:63ee30f03eaaa6779666fbb5:FINE,625b161f1b70acc69d27ad1f,381
625b16401b70acc69d27ad20:63edfc503eaaa6779666f772:1672511400:63ee30f03eaaa6779666fbb5:FINE,625b16401b70acc69d27ad20,471
625b16401b70acc69d27ad20:63edfc503eaaa6779666f772:1680287400:63ee30f03eaaa6779666fbb5:FINE,625b16401b70acc69d27ad20,381
625b161f1b70acc69d27ad1f:6290c6a7905dbfec9d28351f:1389292200:DUE,625b161f1b70acc69d27ad1f,1000
625b161f1b70acc69d27ad1f:6290c6a7905dbfec9d28351f:1391970600:DUE,625b161f1b70acc69d27ad1f,1000
625b161f1b70acc69d27ad1f:6290c6a7905dbfec9d28351f:1394389800:DUE,625b161f1b70acc69d27ad1f,1000
625b161f1b70acc69d27ad1f:6290c6a7905dbfec9d28351f:1397068200:DUE,625b161f1b70acc69d27ad1f,1000
625b161f1b70acc69d27ad1f:6290c6a7905dbfec9d28351f:1399660200:DUE,625b161f1b70acc69d27ad1f,1000
625b161f1b70acc69d27ad1f:6290c6a7905dbfec9d28351f:1402338600:DUE,625b161f1b70acc69d27ad1f,1000
625b161f1b70acc69d27ad1f:6290c6a7905dbfec9d28351f:1404930600:DUE,625b161f1b70acc69d27ad1f,1000
625b161f1b70acc69d27ad1f:6290c6a7905dbfec9d28351f:1407609000:DUE,625b161f1b70acc69d27ad1f,1000
625b161f1b70acc69d27ad1f:6290c6a7905dbfec9d28351f:1410287400:DUE,625b161f1b70acc69d27ad1f,1000
625b161f1b70acc69d27ad1f:6290c6a7905dbfec9d28351f:1412879400:DUE,625b161f1b70acc69d27ad1f,1000
625b161f1b70acc69d27ad1f:6290c6a7905dbfec9d28351f:1415557800:DUE,625b161f1b70acc69d27ad1f,1000
625b161f1b70acc69d27ad1f:6290c6a7905dbfec9d28351f:1418149800:DUE,625b161f1b70acc69d27ad1f,1000
625b161f1b70acc69d27ad1f:6290c6a7905dbfec9d283520:1389292200:DUE,625b161f1b70acc69d27ad1f,550
625b161f1b70acc69d27ad1f:6290c6a7905dbfec9d283520:1391970600:DUE,625b161f1b70acc69d27ad1f,550
625b161f1b70acc69d27ad1f:6290c6a7905dbfec9d283520:1394389800:DUE,625b161f1b70acc69d27ad1f,550
625b161f1b70acc69d27ad1f:6290c6a7905dbfec9d283520:1397068200:DUE,625b161f1b70acc69d27ad1f,550
625b161f1b70acc69d27ad1f:6290c6a7905dbfec9d283520:1399660200:DUE,625b161f1b70acc69d27ad1f,550
625b161f1b70acc69d27ad1f:6290c6a7905dbfec9d283520:1402338600:DUE,625b161f1b70acc69d27ad1f,550
625b161f1b70acc69d27ad1f:6290c6a7905dbfec9d283520:1404930600:DUE,625b161f1b70acc69d27ad1f,550
625b161f1b70acc69d27ad1f:6290c6a7905dbfec9d283520:1407609000:DUE,625b161f1b70acc69d27ad1f,550
625b161f1b70acc69d27ad1f:6290c6a7905dbfec9d283520:1410287400:DUE,625b161f1b70acc69d27ad1f,550
625b161f1b70acc69d27ad1f:6290c6a7905dbfec9d283520:1412879400:DUE,625b161f1b70acc69d27ad1f,550
625b161f1b70acc69d27ad1f:6290c6a7905dbfec9d283520:1415557800:DUE,625b161f1b70acc69d27ad1f,550
625b161f1b70acc69d27ad1f:6290c6a7905dbfec9d283520:1418149800:DUE,625b161f1b70acc69d27ad1f,550
625b161f1b70acc69d27ad1f:6290c6cf905dbfec9d283523:1392316200:DUE,625b161f1b70acc69d27ad1f,1000
625b161f1b70acc69d27ad1f:6290c6f4905dbfec9d283526:1389119400:DUE,625b161f1b70acc69d27ad1f,500
625b161f1b70acc69d27ad1f:6290c6f4905dbfec9d283526:1391797800:DUE,625b161f1b70acc69d27ad1f,500
625b161f1b70acc69d27ad1f:6290c6f4905dbfec9d283526:1394217000:DUE,625b161f1b70acc69d27ad1f,500
625b161f1b70acc69d27ad1f:6290c6f4905dbfec9d283526:1396895400:DUE,625b161f1b70acc69d27ad1f,500
625b161f1b70acc69d27ad1f:6290c6f4905dbfec9d283526:1399487400:DUE,625b161f1b70acc69d27ad1f,500
625b161f1b70acc69d27ad1f:6290c6f4905dbfec9d283526:1402165800:DUE,625b161f1b70acc69d27ad1f,500
625b161f1b70acc69d27ad1f:6290c6f4905dbfec9d283526:1404757800:DUE,625b161f1b70acc69d27ad1f,500
625b161f1b70acc69d27ad1f:6290c6f4905dbfec9d283526:1407436200:DUE,625b161f1b70acc69d27ad1f,500
625b161f1b70acc69d27ad1f:6290c6f4905dbfec9d283526:1410114600:DUE,625b161f1b70acc69d27ad1f,500
625b161f1b70acc69d27ad1f:6290c6f4905dbfec9d283526:1412706600:DUE,625b161f1b70acc69d27ad1f,500
625b161f1b70acc69d27ad1f:6290c6f4905dbfec9d283526:1415385000:DUE,625b161f1b70acc69d27ad1f,500
625b161f1b70acc69d27ad1f:6290c6f4905dbfec9d283526:1417977000:DUE,625b161f1b70acc69d27ad1f,500
625b161f1b70acc69d27ad1f:62ceaf8b3385995f8b8f7ca4:1388601000:DUE,625b161f1b70acc69d27ad1f,1000
